title,text
AjayiDayoMoses2,@GboyegaOyetola You better start now because second @EndSars protect coming soon.
daybhorwhale,"@AdesinaOgunlana @EndSars @DeleFarotimi @eby_kay @activistfemi @nbaradical @SaharaReporters If truly with sincerity of purpose you leading the NNN sir, you have no idea what greatness this could turn out to be. Distinct voices like yours mean way much more than nuisance chants of Nigeria leaders."
JethroPaulinus,Na SARS we end no be onion....@endsars
OlakunleFakolu1,"@IsmailMudashir @papaanache @yarima524 @MobilePunch @EndSars Exactly why you should use your resources to practice Sharia fully in the north and elect someone deep in Sharia law to lead you.
The south should also be left to elect the best to manage their people and resources."
samson_physayor,@OlakunleFakolu1 @yarima524 @MobilePunch @EndSars God will deliver us
OlakunleFakolu1,"@samson_physayor @yarima524 @MobilePunch @EndSars I don't understand why they are still getting revenue from South and still dislike anything south.
We need to sit down and restructure this country."
samson_physayor,@OlakunleFakolu1 @yarima524 @MobilePunch @EndSars They are still taking the larger share from crude oil
OlakunleFakolu1,"@MimiEyamba @yarima524 @MobilePunch @EndSars We can't change them and they can't change us.
The show stay in their apartment.
We should stay in our apartment.
And wave to each other occasionally.
Case closed."
OlakunleFakolu1,"@samson_physayor @yarima524 @MobilePunch @EndSars We need mutual respect here.
We can't change them and they can't change us.
They should use all the resources in the north to practice Sharia.
We should use all the resources in the south to practice secularism.
Case closed."
OlakunleFakolu1,"@sloch14 @yarima524 @MobilePunch @EndSars They can practice Sharia as they want and keep all the resources in their domain to themselves.
The south should continue with secularity and use the resources in the south for themselves.
Case closed."
OlakunleFakolu1,"@sloch14 @yarima524 @MobilePunch @EndSars Sokoto, Kano etc have all the right to practice full Sharia as a state.
They have all the right to enforce covering of women fully.
They have all the right to enforce Islam in their States.
But they have no right to share in VAT and oil from the south."
OlakunleFakolu1,"@IsmailMudashir @papaanache @yarima524 @MobilePunch @EndSars Unfortunately, I don't know how we arrive here as a nation.
We really need to address more important things than a woman showing her back on her twitter page.
We are yet to tackle senseless killings, poverty, injustice, insecurity, inequality and IGP is busy delving into this."
ONwageorge,"I,m not here to @EndSars buh to #EndNigeriaNow2SaveLives 
@BiafraExit https://t.co/kVZv8skBn2"
houseofdavid101,"@official2baba They are sowing the seed for a revolution,  as dem dey hunt @endsars protesters more people can see reason join the course. Dem never get sense ."
Peter96615374,Support @endSars and you guys will be hungry no more https://t.co/7BUqY4yztn
arizeedon,@iruoma24 @OlakunleFakolu1 @yarima524 @MobilePunch @EndSars Don't mind him
IsmailMudashir,@papaanache @yarima524 @OlakunleFakolu1 @MobilePunch @EndSars Is our problem as Muslims. She is not a Christian
Kelly41497418,"@EndSARS.. #freebiafra
@maziNnamdikanu...@joeBiden https://t.co/cilo8YtIgl"
TomAiremen,"@DrOlufunmilayo @YeleSowore Govt, should be magnanimous enough to respect the agreement why  states were asked to constitute judiciary panels of enquiries for restitutions @endsars protests. witch-hunting people while the panel is meeting is counter productive. @PoliceNG @MBuhari"
MgSalisu,@daily_trust From the horrific experience of @Endsars protests and the painful aftermath we now know our youths are never lazy
CHIZARAMAKPULO1,@MBuhari Murderer @endsars
sloch14,"@yarima524 @OlakunleFakolu1 @MobilePunch @EndSars If you don't accept that theirs a problem you can never look for solutions, you have to discover before you recover, the north has been living in denial that's why  their problems can never go away."
sloch14,"@OlakunleFakolu1 @yarima524 @MobilePunch @EndSars Some of you re yet to realise that.. there's nothing like we, if we can't reason together we can't obviously act together, this country has divided it self by way of reasoning."
papaanache,@yarima524 @OlakunleFakolu1 @MobilePunch @EndSars You're foolish! Is it your business how she dress? Or is it your religion? Or are you God? Or the awarder of jannah and the punisher? What's your problem? Why is her dressing discomforting you? Abi na today you de see people de dress like that? We are our own problems😤
SmithFree1,@sadiq_naibawa @YeleSowore @callmerahila @MBuhari @EndSars You see why i said u have ur brain and another person is using it?
SmithFree1,"@sadiq_naibawa @YeleSowore @callmerahila @MBuhari @EndSars You comment alone shows your ability of thinking. You have your body and someone esle is thinking with your brain. 

Papa dash me no gree you get sens nii"
sadiq_naibawa,@SmithFree1 @YeleSowore @callmerahila @MBuhari @EndSars Kano city
SmithFree1,"@sadiq_naibawa @YeleSowore @callmerahila @MBuhari @EndSars If you dont have wha to use data for, Google porn or tom and jerry it will enhance you thinking ability"
sadiq_naibawa,@SmithFree1 @YeleSowore @callmerahila @MBuhari @EndSars Protest again and you will see https://t.co/lTYpDHer3h
SmithFree1,@sadiq_naibawa @YeleSowore @callmerahila @MBuhari @EndSars Where you sleeping when U.S came into nigeria?
Mercy63093846,@renoomokri So your problem is no longer @MBuhari OR @EndSars is now girls. Wahala for who no be virgin
SmithFree1,"@sadiq_naibawa @YeleSowore @callmerahila @MBuhari @EndSars Let The gods visit you there. 

We’re hungry – Police officers cry out over unpaid six months’ salaries https://t.co/CsoB6n6LMD https://t.co/gSBKOtnLqi"
sadiq_naibawa,@SmithFree1 @YeleSowore @callmerahila @MBuhari @EndSars https://t.co/ApdMLnA4AT
SmithFree1,@sadiq_naibawa @YeleSowore @callmerahila @MBuhari @EndSars And whats your points cause i did not see full stop in your statement.
samson_physayor,"@yarima524 @OlakunleFakolu1 @MobilePunch @EndSars You have been saying rubbish. I am sorry, I can't help your situation"
sadiq_naibawa,@SmithFree1 @YeleSowore @callmerahila @MBuhari To protest @endSARS is good thing
Larusunlimited,"People, I have good advice for you'll... What ever you do this morning, avoid bond FM. If you don't want to fill irritated till the end of this week... Wetin I hear about @endsars &amp; @lekkimassacre 🤦🏾‍♂️"
Ola_Abari,@EngrIbinabo @ARMY @EndSars The context of your tweet is different from the written memoranda in the composition.
EngrIbinabo,"When the @Army opened fire and killed @EndSARS protest on the 20/10/20 at Lekki Tollgate, were we not 'peaceful'?

When #EndSARS protesters were attacked, shot at ans killed in Abuja, were they not peaceful. 

Stop misleading the public. You're the one twisting the letter. https://t.co/NR4bZwaUjO"
PrinceRemlard,"@yarima524 @OlakunleFakolu1 @MobilePunch @EndSars You are also part of the Problem but then we think you'll have sense one day, IGP didn't take the killings, Kidnapping and likes serious but how someone dress matters to him more than the lives of citizens."
MTunwase,"@JoeBiden don't listen to @MBuhari 
He murdered his people

@endsars https://t.co/DL17t8maiU"
chucksydgreat,"Currently @MBuhari is illegally arresting the @Endsars peaceful protesters, freezing there bank account and even forcefully taking there passports from them. We only wanted a good Nigeria void of there numerous corrupt practice is that too much to ask @NigeriaGov ? #Endsars https://t.co/v2RChLWjNa"
Naanywiser,@DokunOjomo And Nigerian police will not see that we are fighting for them they would come and be attacking @endsars protesters.
Dede2me,😂😂😂@endsars @Ebuka @lindaikeji @oluwaloninyo @dino_melaye https://t.co/R1mYKpwzFS
EdmundOkojie,"Exactly how d Fed Govt mismanage the protest of Boko haram @femigbaja,this irresponsible Govt has started taking same step with the  @endsars, how many protesters can you arrest @PoliceNG @NGRPresident you are pushing d protesters @jidesanwoolu @obyezeks I hope U are ready"
Bukolalove2,@SaharaReporters @simplyEromz @PoliceNG What point is the Govt. simply trying to proof to the world with continued arrest of @Endsars protesters when the public fund looters are wallowing in self-delight?
MimiEyamba,@yarima524 @OlakunleFakolu1 @MobilePunch @EndSars Yes SARS is not the only problem of the south but you will never see us descend to the level of chasing over irrelevant issues like this when there are more pressing issues
iruoma24,@OlakunleFakolu1 @yarima524 @MobilePunch @EndSars Somebody said that you and ur brother protested and you are here telling him that you (not we) are one. Good pikin🤗
george_egbele,"Baba @MBuhari abeg leave @JoeBiden alone, nor go corrupt am. Go face problem wey full your country @NigeriaGov  and @endsars. 
We need change.
#ENDBADGOVERNANCE 
#EndSWAT #EndsSARS #EndBadGoveranceInNigeria https://t.co/IytTeZEbms"
piusjesse70,May God bless the world... @AYCOMEDIAN @PeterPsquare  @EndSars #EndSars  @realDonaldTrump https://t.co/QJX69dUprc
Olumidem66,@yarima524 @OlakunleFakolu1 @MobilePunch @EndSars Sharia judge
ISMAiLWaCKman,"Others thing we need to end asap. Corruption, nepotism and religion fanatism @endsars"
Akeemmusa,"I kept wondering hearing news that the FG has been witch-hunting those that gave moral, financial, medical support to the @Endsars protest. Seizure of passport, blocking of accounts etc, you should know what to do. Get #babaFalana and other legal luminaries to fight your case now"
IsraelS00244666,"@ENDSARS PROSECUTION#Nigerian government is looking for trouble from the youths by freezing the accounts of participants,gauging the mouth of the youths,restricting their movements,is this democracy or militocracy?
   Always the military style of the late Buhari."
Lucania007,@olugbengaAlex @Mochievous @EndSars 🤣🤣🤣🤣
olugbengaAlex,@Mochievous Will she help us to @ENDSARS
OlakunleFakolu1,"@yarima524 @MobilePunch @EndSars A prosperous and secure country will be beneficial to all of us and our children.
We have to trust and respect ourselves as Nigerians."
OlakunleFakolu1,"@yarima524 @MobilePunch @EndSars We are one and should always see ourselves as one.
We are all suffering from poverty, injustice ,gross inequality and insecurity.
We all need to sit down together to build a stronger, better and prosperous country."
blessedpat2018,"@MobilePunch Have always perceived Emefiele to be inept, incompetent,errand boy for @MBuhari, a CBN governor who agree's with all the unfair policies by the government, knowing fully well it's negative impact on the masses, &amp; now goes ahead to freeze accounts of innocent @endsars  protesters"
Adebowa05095955,@OjoAkintundeVi1 @MobilePunch Second wave @endsars will be bloody o. Military and police seeking revenge for killed colleagues.
BabaAye,"@AmechiObuseh @ShehuSani @EndSars exactly and their functionaries will lie through their teeth - as the governor is doing - to present a distorted ""call the dog a bad name to hang it"" narrative of reality. the answer? we don't stop talking AND FIGHTING #EndSARS #EndInjustice #RevolutionNow @RevolutionNowNg"
AmechiObuseh,@BabaAye @ShehuSani @EndSars The govt officials is just confuse. All their interest now is to crush Endsars protesters. And regulate social media. How to stop the banditry and d Boko Haram is not their priority.
BabaAye,"@ShehuSani BH expanded its resources and influence because politicians funded it to facilitate their victory at the 2003 polls, just as they funded hoodlums to attack @EndSARS protesters. our corrupt rulers &amp; the repressive machinery defending their rule, &amp; not protesters, are our problem"
mavexpress1,"@yarima524 @OlakunleFakolu1 @MobilePunch @EndSars Thank God you know it is not your problem cause you created it in the first place, you speech expresses no unity.  Such narrow mindedness"
maziendy,Nigeria government is buying time @Endsars protest. Stoping the protest at the moment will ONLY give Nigeria government time to fish our supporters and sponsors of the protest for intimidation and annihilation. #EndNigeriaNow
